Gene;GeneEntrezID.combi;MetagCluster17;EntrezID;TCGA-A1-A0SK-01;TCGA-AC-A2BK-01;TCGA-A7-A5ZV-01;TCGA-AQ-A54N-01;TCGA-AC-A2QJ-01;TCGA-AC-A2QH-01;TCGA-A2-A04U-01;TCGA-B6-A0I1-01;TCGA-A2-A4S1-01;TCGA-AC-A7VC-01;TCGA-AN-A0FL-01;TCGA-A1-A0SO-01;TCGA-AN-A04D-01;TCGA-A2-A3XU-01;TCGA-AN-A0AR-01;TCGA-AC-A62X-01;TCGA-AN-A0FJ-01;TCGA-A8-A07C-01;TCGA-A1-A0SB-01;TCGA-A7-A13E-01;TCGA-AO-A1KR-01;TCGA-B6-A0X1-01;TCGA-AN-A0G0-01;TCGA-AR-A1AH-01;TCGA-AR-A251-01;TCGA-B6-A0IQ-01;TCGA-AR-A0TP-01;TCGA-A1-A0SP-01;TCGA-A7-A0CE-01;TCGA-A2-A0YE-01;TCGA-AR-A256-01;TCGA-AO-A0J6-01;TCGA-A2-A0D0-01;TCGA-AO-A124-01;TCGA-A8-A07R-01;TCGA-AO-A128-01;TCGA-AN-A0XU-01;TCGA-A8-A07O-01;TCGA-B6-A0WX-01;TCGA-A2-A04P-01;TCGA-B6-A402-01;TCGA-AO-A0J2-01;TCGA-A2-A3XT-01;TCGA-AR-A0U0-01;TCGA-AR-A2LR-01;TCGA-AO-A12F-01;TCGA-A7-A6VW-01;TCGA-AN-A0AL-01;TCGA-AO-A03U-01;TCGA-A7-A26G-01;TCGA-BH-A0B9-01;TCGA-A2-A0T2-01;TCGA-A2-A4RX-01;TCGA-BH-A0BW-01;TCGA-B6-A0I6-01;TCGA-A2-A04T-01;TCGA-AC-A6IW-01;TCGA-AN-A0AT-01;TCGA-A2-A0T0-01;TCGA-A2-A0YM-01;TCGA-A7-A0DA-01;TCGA-AR-A1AI-01;TCGA-A7-A26I-01;TCGA-A2-A0CL-01;TCGA-A2-A0EQ-01;TCGA-EW-A1OV-01;TCGA-GM-A2DH-01;TCGA-A2-A3Y0-01;TCGA-A7-A4SE-01;TCGA-AN-A0FX-01;TCGA-B6-A0RU-01;TCGA-A7-A13D-01;TCGA-B6-A0RE-01;TCGA-A7-A6VV-01;TCGA-AR-A1AY-01;TCGA-BH-A0AV-01;TCGA-AR-A0U4-01;TCGA-A2-A3XS-01;TCGA-A2-A3XX-01;TCGA-AC-A8OQ-01;TCGA-B6-A409-01;TCGA-B6-A400-01;TCGA-A2-A3XY-01;TCGA-LL-A5YP-01;TCGA-OL-A5S0-01;TCGA-E9-A1NC-01;TCGA-A2-A0CM-01;TCGA-S3-AA10-01;TCGA-A7-A4SD-01;TCGA-B6-A3ZX-01;TCGA-AR-A1AQ-01;TCGA-A2-A0D2-01;TCGA-A7-A6VY-01;TCGA-BH-A0B3-01;TCGA-AO-A129-01;TCGA-E2-A573-01;TCGA-E9-A3QA-01;TCGA-B6-A0IJ-01;TCGA-A2-A04Q-01;TCGA-C8-A12V-01;TCGA-C8-A12K-01;TCGA-A2-A0SX-01;TCGA-A2-A25F-01;TCGA-A8-A07U-01;TCGA-AR-A1AJ-01;TCGA-B6-A0RT-01;TCGA-AR-A1AR-01;TCGA-BH-A1F0-01;TCGA-AR-A1AO-01;TCGA-EW-A1P1-01;TCGA-AQ-A04J-01;TCGA-BH-A0BL-01;TCGA-E2-A1AZ-01;TCGA-AR-A0TS-01;TCGA-AR-A24Q-01;TCGA-A8-A08R-01;TCGA-AO-A0J4-01;TCGA-BH-A0WA-01;TCGA-EW-A1OW-01;TCGA-BH-A0BG-01;TCGA-BH-A208-01;TCGA-D8-A27M-01;TCGA-EW-A3U0-01;TCGA-EW-A1P7-01;TCGA-LL-A441-01;TCGA-S3-AA15-01;TCGA-PL-A8LZ-01;TCGA-BH-A0RX-01;TCGA-EW-A6SB-01;TCGA-D8-A1JL-01;TCGA-BH-A18Q-01;TCGA-D8-A27F-01;TCGA-BH-A1FC-01;TCGA-GI-A2C9-01;TCGA-E2-A14X-01;TCGA-E2-A1LH-01;TCGA-GM-A2DF-01;TCGA-D8-A27H-01;TCGA-LL-A73Y-01;TCGA-BH-A18T-01;TCGA-GM-A3XL-01;TCGA-EW-A1P8-01;TCGA-BH-A1F6-01;TCGA-OL-A66I-01;TCGA-E9-A244-01;TCGA-E9-A1ND-01;TCGA-D8-A1XQ-01;TCGA-E2-A1LI-01;TCGA-BH-A18V-01;TCGA-D8-A147-01;TCGA-C8-A134-01;TCGA-D8-A142-01;TCGA-BH-A18G-01;TCGA-A7-A26F-01;TCGA-D8-A13Z-01;TCGA-E2-A159-01;TCGA-D8-A143-01;TCGA-C8-A27B-01;TCGA-D8-A1JF-01;TCGA-A8-A09X-01;TCGA-AC-A5EH-01;TCGA-C8-A131-01;TCGA-C8-A26X-01;TCGA-D8-A1JK-01;TCGA-GM-A2DD-01;TCGA-JL-A3YW-01;TCGA-LL-A740-01;TCGA-LL-A5YO-01;TCGA-BH-A0E6-01;TCGA-AR-A0TU-01;TCGA-E2-A14N-01;TCGA-E2-A150-01;TCGA-BH-A203-01;TCGA-E2-A1II-01;TCGA-E2-A1B6-01;TCGA-D8-A1XW-01;TCGA-E9-A243-01;TCGA-BH-A18V-06;TCGA-D8-A1XK-01;TCGA-EW-A1PH-01;TCGA-LL-A6FR-01;TCGA-OL-A5D7-01;TCGA-E2-A14R-01;TCGA-BH-A6R9-01;TCGA-GM-A2DB-01;TCGA-EW-A1PB-01;TCGA-OL-A6VO-01;TCGA-E9-A248-01;TCGA-PL-A8LV-01;TCGA-OL-A5RW-01;TCGA-EW-A1P4-01;TCGA-E9-A1N8-01;TCGA-AR-A5QQ-01;TCGA-E2-A1LL-01;TCGA-E9-A22G-01;TCGA-BH-A0E0-01;TCGA-C8-A1HJ-01;TCGA-LL-A8F5-01;TCGA-C8-A26Y-01;TCGA-E9-A1RH-01;TCGA-E2-A1LK-01;TCGA-E2-A574-01;TCGA-HN-A2NL-01;TCGA-E2-A158-01;TCGA-E2-A1LS-01;TCGA-E9-A5FL-01;TCGA-BH-A1FE-06;TCGA-E2-A1LG-01
NID2;NID2|22795;Collag-Stroma;22795;8.7917;7.5129;7.384;4.3802;11.2416;10.7067;9.3533;6.768;7.728;12.5296;8.9125;8.1097;7.7897;6.5151;8.0281;7.9609;9.5908;9.4014;7.9297;9.1543;7.9057;8.4755;9.2972;9.3605;9.7419;8.4811;9.2535;8.9859;8.8231;9.1003;9.5635;7.8851;6.9749;8.4477;8.7141;8.7077;8.3667;9.36;10.4617;9.9347;8.697;9.0779;9.645;9.6064;9.6898;10.7562;8.6353;11.2925;10.1581;11.4891;6.4648;10.5071;10.6246;8.6212;10.1255;8.4631;8.1234;8.2243;10.1777;9.2182;10.2513;8.0505;10.7923;10.1982;9.3701;9.4948;8.9906;8.9012;10.739;9.9506;9.7672;10.3408;9.4907;10.8841;9.1625;11.4986;9.4815;9.6963;8.9688;10.2;8.8628;10.1848;10.526;10.4574;9.5599;9.2719;10.1537;9.6023;10.1072;8.7144;9.7824;9.521;9.7038;9.7709;9.1145;9.4478;8.7983;8.047;9.4627;9.2306;9.1457;10.4317;10.7656;10.0433;10.1061;9.0333;10.3688;9.6066;10.6471;11.0051;10.1831;11.1076;10.9164;9.5435;9.8606;9.7695;9.6965;9.8011;10.7332;8.8161;12.9289;10.4292;8.9199;9.4901;8.6034;10.3502;11.2973;10.2639;6.5601;10.9818;8.0284;9.8827;8.7832;9.1268;9.3859;9.3341;9.5737;10.7982;10.3926;9.4329;7.6138;9.3026;9.1798;9.7196;8.9194;9.5267;9.4803;8.6804;10.127;8.9059;9;10.6192;10.3273;11.4408;10.3941;9.8787;9.0182;8.7841;10.2031;10.3752;10.2345;10.7167;10.768;10.3255;10.1805;11.3272;10.4238;9.1808;9.2391;7.8542;8.0954;10.1008;10.1799;7.4821;7.2356;10.3264;9.9442;8.8448;8.1781;9.6702;9.1186;8.025;8.5283;11.7929;9.1107;7.4157;8.5407;9.0829;9.525;8.128;9.4146;8.4723;9.0953;8.2336;8.6966;8.959;10.1415;9.4988;9.1947;8.9573;7.5518;7.4964;7.8491;7.233;7.2398;9.3231;12.4263;7.0359
MMP2;MMP2|4313;Collag-Stroma;4313;10.2819;8.4911;13.8198;7.5036;15.6483;14.2588;11.9209;9.751;16.3803;14.1986;10.0473;10.1424;10.5653;9.7186;11.1973;11.8201;12.9402;11.1389;12.7808;11.6612;11.5729;9.5818;12.2755;12.0977;12.0668;10.4409;11.4824;12.039;11.7184;12.9278;11.2345;10.5384;10.983;10.1471;11.3896;10.58;12.4453;12.2383;14.4104;11.3669;11.8822;12.041;12.0642;10.969;13.7345;12.7885;12.9688;13.2461;12.9279;14.3517;10.6583;12.3119;13.8709;11.6067;13.2649;11.3914;9.7894;12.4679;13.61;12.1917;13.2493;11.3582;13.7984;13.0101;12.4869;12.2992;12.2486;12.0065;14.0667;13.1019;12.8796;13.113;12.4068;13.3726;12.8091;15.2375;12.317;12.6905;11.8793;13.6082;12.3322;12.7129;14.2905;14.7937;14.5983;14.075;12.8142;12.4623;13.6332;11.5891;12.6742;12.7737;14.3515;13.726;13.2494;12.33;12.341;11.0546;14.2174;11.8634;12.3741;13.8575;14.3813;12.7997;13.129;12.7847;13.085;13.6137;14.1781;14.7461;12.7764;14.2819;13.3005;11.9147;13.4843;12.6749;12.6866;12.906;13.3994;12.2465;15.9811;13.932;13.6939;13.575;12.9639;14.7738;12.3912;14.0091;11.8143;13.2372;11.1705;13.4916;11.9914;13.7602;12.3603;13.0417;12.9251;13.4406;13.9277;11.4996;10.5971;12.4371;13.2185;12.8568;12.6265;13.091;12.8106;11.5879;12.708;11.8311;10.947;13.7785;13.0534;14.1477;13.1614;13.2013;12.1607;11.028;13.6903;12.7754;14.9004;14.3076;13.324;14.1765;14.1;15.308;14.0381;13.3344;12.2991;10.3032;9.8447;12.8072;12.793;10.3365;11.318;11.6399;13.2786;10.5201;11.1381;12.1497;14.2156;11.0392;10.725;15.9596;11.6294;9.7314;11.1104;12.3424;13.1955;12.424;13.145;11.352;13.9669;12.1801;10.7451;10.6328;11.6753;11.8048;11.3578;13.7443;11.034;10.9946;10.925;9.4974;11.8581;13.6412;13.7722;8.958
TSHZ3;TSHZ3|57616;Collag-Stroma;57616;6.0078;4.0312;5.3324;4.1771;8.5189;8.9167;6.617;4.8803;8.0942;9.4114;5.6521;5.6956;6.5234;3.6445;5.3713;4.9139;6.9266;7.3271;9.2019;6.7743;6.2715;5.7328;7.4878;6.6859;7.807;5.8122;6.9721;7.0481;6.4049;7.0738;7.2748;6.3383;5.1537;5.7768;7.2361;7.2875;7.6074;7.3989;8.9539;6.4446;6.7297;7.5562;6.9905;7.0111;9.2465;8.5121;6.5517;8.5538;8.2639;9.1595;5.3286;7.0741;9.8617;7.2096;8.0224;6.4061;6.6037;6.6912;7.9372;7.257;8.4123;5.6344;8.3994;9.2787;7.826;7.8711;7.2502;6.3184;8.4512;7.9992;7.3688;8.117;7.3458;8.5842;7.5405;10.205;7.8004;7.4184;7.1023;8.3223;6.8233;7.7717;9.1533;8.869;7.7132;8.3557;7.6891;7.1691;7.6403;5.9552;6.9414;7.594;7.8323;8.1139;7.5684;6.8855;7.0264;6.4484;7.9908;7.3895;6.9693;8.5781;8.7336;7.4964;8.0861;7.8939;8.442;8.1941;8.9488;9.8627;7.9573;8.8765;8.0905;7.083;8.3788;7.7413;7.9454;7.9014;8.1674;7.2525;10.0919;8.4236;7.8197;8.6439;7.5693;8.664;8.0092;8.2179;5.1482;8.2851;7.2176;8.3143;6.9403;7.575;7.7036;7.5995;7.6568;8.9879;9.0487;6.4707;5.4106;6.8407;7.8493;8.5916;7.3345;8.0216;8.1148;6.4957;8.1683;7.3488;6.7905;8.9652;8.0314;8.6397;8.086;7.6279;6.699;6.5004;8.2721;7.8783;9.1435;8.0587;8.1495;8.4601;8.3165;9.4064;8.4099;7.9812;7.3706;6.107;5.8175;7.3619;7.9993;5.8142;6.8734;7.4029;7.8955;6.9385;6.7474;6.7499;7.5145;5.969;6.0469;10.9721;7.1791;6.6907;5.8092;7.3331;7.7695;6.9607;7.4534;6.2685;8.5044;8.4698;5.6477;5.6189;7.2404;6.1018;6.6369;8.5148;5.5111;5.2913;6.0382;5.361;6.7088;7.9715;10.4152;5.355
SPARC;SPARC|6678;Collag-Stroma;6678;13.8259;11.6222;16.1483;13.4455;17.7854;16.2383;15.3296;15.6408;19.9809;17.9272;14.275;12.6576;13.2711;14.4528;14.026;13.3564;15.2318;14.037;16.5201;14.551;13.3001;12.2821;14.554;14.7374;14.5749;14.0164;13.6977;14.7981;14.2244;14.3702;14.6713;13.1508;13.8609;14.1694;14.5315;13.6382;14.0659;14.6934;17.3477;15.7772;14.5139;14.5331;14.157;14.0289;15.2831;15.2798;15.0264;16.3095;15.5157;16.8176;14.531;15.4016;16.1518;14.8973;15.6681;13.3622;13.047;15.2442;15.8425;14.3829;15.9124;13.6751;16.0336;15.2065;14.7751;16.0181;14.0907;14.047;16.4311;15.3789;16.1693;15.7203;15.2039;16.9444;14.2884;17.0675;14.6816;14.9695;15.2901;15.0218;14.2008;16.1542;15.6433;15.9756;15.5839;15.332;15.7669;14.2162;15.7053;13.7679;15.0656;15.2269;15.4318;15.1458;14.9122;14.2798;13.713;13.3644;14.9473;14.2932;14.4282;15.6327;15.8278;14.9998;15.0077;14.5129;15.2004;14.8196;16.5943;16.0236;16.2034;16.3373;15.7079;15.2348;15.6105;15.0715;14.4293;15.3012;15.782;14.5469;18.7744;15.6108;15.0159;14.8778;14.438;15.8462;15.7573;15.8435;12.4685;15.4809;13.544;15.4619;13.9581;15.2265;13.956;14.5804;14.547;15.7031;15.7603;14.123;13.6568;14.6941;14.7544;15.7774;14.6785;14.6511;15.4695;13.5251;14.8912;14.6331;14.8969;16.2487;15.4597;16.28;15.582;15.2325;14.1828;13.6628;16.1074;15.5912;16.6443;16.424;15.8648;15.664;16.1408;17.2579;16.6043;14.9805;15.0774;12.5644;15.0538;15.0066;15.0709;13.3465;13.7867;15.1641;15.5163;13.8559;12.6789;14.6051;15.8281;12.8735;13.6075;18.3674;14.1591;12.8126;13.4731;13.8472;14.3569;14.7142;14.7996;14.3962;15.2033;13.8467;13.9422;13.8645;14.4225;14.542;14.3425;15.3163;12.8507;14.697;13.3425;12.7393;14.108;15.3496;17.1412;11.8994
CXCR5;CXCR5|643;B-Cell;643;2.3497;0;2.4425;1.9008;3.3778;0;1.3583;1.3877;2.9663;0;2.2294;2.2593;2.2467;2.1924;5.6354;1.4144;2.379;5.3638;1.7015;3.3778;3.4638;4.9245;2.8396;2.1223;3.8858;3.9168;1.8215;3.6234;1.6013;2.4425;1.873;3.3127;3.3313;2.0529;2.0015;5.8235;2.9804;3.1339;6.9394;7.2392;2.8304;3.2557;3.6593;3.9885;2.963;2.3458;3.1486;5.8721;1.5013;5.6908;6.55;3.1008;7.1703;5.463;2.705;4.6841;6.3568;5.7022;2.2029;2.7215;2.0043;5.3642;1.6839;8.4385;8.5398;8.8631;7.2328;5.4393;2.8977;3.9702;2.578;1.7813;2.6785;5.1131;2.5301;2.9478;4.5231;6.276;5.5741;6.7112;4.4996;3.7651;6.3498;4.0723;5.2091;5.7677;5.6549;7.3721;4.3151;10.1344;6.2952;5.2192;4.4441;5.2574;6.6476;6.2359;7.6519;5.1941;7.744;7.3654;5.0745;7.307;9.0275;7.2721;7.964;9.2753;4.539;7.1659;6.3013;5.1905;7.7544;6.4732;5.3754;9.1935;5.5545;5.938;7.8421;3.2558;3.7002;6.5059;3.3442;8.069;8.3128;9.9386;9.9858;8.0653;5.5328;7.3862;6.9007;4.5837;3.2437;3.4621;5.7785;2.002;7.4898;7.4753;6.2536;5.5511;5.738;4.3757;3.5098;4.3476;2.1044;5.8736;4.4317;4.7812;4.6791;5.2356;3.7997;3.8829;4.5779;5.0625;2.0444;4.0024;5.6551;5.5242;4.8782;2.5106;3.8414;6.0179;3.6959;2.278;5.7625;4.4887;6.6091;4.3293;3.1818;9.0934;7.5139;3.8244;4.6799;4.5646;5.0403;6.7603;10.036;3.8013;6.9217;7.5253;1.784;4.5665;2.8535;7.3944;5.4641;3.3164;6.4219;3.3271;4.4715;7.6797;6.9883;3.3982;5.3399;2.5102;6.9155;2.9836;2.7884;4.0742;4.1824;3.874;5.3056;2.677;1.7431;0;5.586;1.7652;2.4606;2.4652;2.0578;2.5641
BLK;BLK|640;B-Cell;640;0;0;0.7081;0;1.9767;0;0;0;1.4339;1.1692;1.2521;1.3907;0.8982;0.4821;3.5184;0;1.766;4.061;0;0;1.2252;1.8944;1.1193;1.2274;2.8743;1.9998;3.3804;3.6639;1.8922;1.6862;0;1.6053;0.4976;1.2818;0.6783;4.6834;1.6171;1.7623;5.6633;6.1814;0;2.0476;2.3717;2.7805;1.5568;1.7579;3.5386;6.1093;1.9055;4.77;5.2027;0;7.0103;3.1273;0.546;3.0535;5.3155;3.7123;1.5685;2.6556;0.7392;4.058;0;8.2767;6.7034;7.6158;6.382;4.095;3.007;2.0669;1.6457;0.4918;0.4707;3.7359;0.4514;2.5938;2.5384;6.2451;6.1961;5.7668;3.0554;2.4307;6.016;3.9926;4.7195;5.1709;2.8073;6.7631;3.9002;9.7656;5.133;5.5032;4.0799;3.7729;6.1395;5.0943;7.5667;4.6173;7.1156;7.0037;2.9609;6.4062;7.1005;5.6946;7.2537;8.1735;3.7127;7.29;5.2021;1.3342;7.8383;4.6962;3.0878;8.6158;3.0991;4.1808;6.5553;2.2518;2.1241;5.7495;2.2992;8.039;8.2044;9.4851;9.8052;8.9912;4.1419;6.293;6.0204;1.9758;1.1832;2.1763;3.3806;0.4157;6.5754;6.5838;5.4319;0.4248;5.6036;1.1357;3.7507;1.8111;0.5573;4.5309;3.0898;2.1693;2.4042;4.2038;2.4083;2.2295;3.5346;4.2323;0;3.261;4.1917;4.7588;3.6263;0.6061;3.0937;4.9643;0;1.2891;5.3563;1.758;5.8596;3.8041;1.9358;8.2708;6.7612;0.9554;2.7671;2.4467;3.6406;5.0809;9.1535;0.6798;6.5599;6.6772;1.0608;2.9717;0;6.8178;4.5242;2.2217;5.9919;0.4035;2.6719;7.0456;6.3238;1.3258;4.3207;0.5555;6.968;1.7239;1.3532;1.4999;2.6443;3.3846;3.7918;0.7088;0;0;4.3755;0.7532;0;3.5028;0;1.9123
FCRL1;FCRL1|115350;B-Cell;115350;0.3953;0.9704;0;0;0;0;0;0;0;0;0;0;0.6562;0;0.4443;0;0;3.2893;0;0;1.2252;1.3954;0.3708;1.0044;1.6938;2.2014;0.4458;2.0988;0.7467;0.3971;0.9166;0.5951;1.1607;0.3632;0;3.81;0.4272;0;4.4749;4.884;0.86;1.0975;1.7596;1.5641;0;1.0149;0.5476;5.3524;3.2547;4.6649;3.8289;0;6.6337;3.0001;0;2.4648;2.9519;2.0604;0.4088;1.123;0.4165;2.6884;0.3523;7.5009;5.5801;7.0651;5.2686;3.0963;1.4645;1.543;0;0;0;3.2041;0.4514;1.5921;1.6141;4.6977;4.4074;4.937;0.3984;0.665;4.3747;1.8924;2.8243;3.0998;2.2303;5.0401;2.1643;8.8474;3.6871;2.1132;0.7586;2.3849;5.9271;3.3704;5.7463;3.9869;4.958;5.213;2.1352;5.0493;6.4346;4.5967;6.2848;7.333;3.1553;6.6429;4.5036;1.5986;7.3361;4.7131;4.0664;8.4173;1.9676;3.6931;5.8669;0.7521;1.9558;4.8408;0.5219;7.3455;6.4431;8.4763;9.537;7.7267;3.3173;4.665;4.2129;2.433;0.5095;1.392;2.4365;1.4167;6.1779;5.5402;4.5905;0.7526;4.821;0.3777;1.7753;2.3053;0;2.6837;2.7123;0;0.8943;3.1396;2.4957;1.7433;3.3066;3.3263;0;2.2679;3.1854;2.7473;2.2579;1.6268;2.8831;2.3616;0.4981;0.5668;4.0547;0;4.1072;1.9567;1.3868;6.5642;4.7885;2.0463;3.8922;2.6464;2.4065;4.1012;7.7192;0.3796;5.7034;6.1727;0.8597;1.6606;0;4.8437;2.5955;1.3943;5.8867;0.4035;1.4217;6.4232;4.8062;0.5872;3.1032;0;5.1608;1.4475;0.3907;1.4999;3.3368;2.0524;4.8347;0;0;0.6427;2.4405;0;1.3228;0.719;0;0.9422
MS4A1;MS4A1|931;B-Cell;931;2.9295;1.378;2.8752;2.6935;1.1206;0;0;0;1.4339;1.5227;2.487;3.805;2.6939;1.3713;2.0861;0;2.6786;7.8387;1.7015;2.1428;4.442;1.8944;1.7419;2.5923;5.8345;5.5513;0.7858;5.5536;3.4371;4.6666;2.6612;2.5487;1.9572;2.3243;1.1378;7.999;3.4585;2.8639;8.3538;9.5606;1.3951;4.7358;3.9086;4.8861;3.354;3.4865;4.8662;9.838;2.3984;8.8322;8.135;2.0429;9.8927;6.9804;3.0636;6.0374;6.6869;7.3152;0.7271;4.0017;1.4187;6.6689;1.554;10.6368;9.7445;10.7613;8.8189;6.5981;4.6467;5.1606;3.6678;0.4918;2.7629;6.3843;1.8367;4.8847;4.0998;8.4457;8.2413;8.8248;4.9929;4.3029;8.308;5.599;6.3683;7.51;6.7057;9.1081;5.4848;12.727;8.7192;6.8892;4.9903;6.559;9.1735;8.6518;9.5132;7.3952;10.1487;9.6185;5.6803;9.4084;11.0833;9.1244;9.9158;11.2743;7.5891;10.0688;8.086;5.0641;10.7694;9.0228;7.8348;11.6669;7.1954;7.7597;9.9447;3.9736;5.4016;8.7107;2.828;10.8777;10.0077;12.076;12.678;11.1027;6.8722;9.5045;8.5843;6.1775;3.2437;4.7104;6.536;2.6652;9.9756;9.5721;8.8465;3.9105;8.9084;2.5332;5.8694;4.2143;2.6291;6.8182;6.8416;4.8573;5.12;7.9989;5.7992;5.7093;7.203;7.0379;0.7004;6.4208;7.2922;6.8581;6.3366;4.0357;6.6666;7.0957;1.7967;3.5344;7.4856;4.5184;7.9625;6.2119;3.1161;11.2118;8.6558;4.2597;7.1695;5.6889;7.0545;8.4045;11.9468;3.671;10.3228;9.3287;3.4297;6.8614;0;8.8962;6.4235;3.9688;9.9597;3.1285;5.2957;10.4693;9.3027;3.5909;7.4057;0.9556;9.2967;3.7727;3.2321;5.4073;7.4912;6.177;7.9411;1.3707;0;0;7.1603;3.581;3.9555;3.019;2.1747;5.603
FCRL2;FCRL2|79368;B-Cell;79368;0.9601;1.1885;1.181;1.6091;0;0;1.6221;0.7195;0;0;0.5466;0.6236;0.365;0;0.7835;0.874;0;4.0838;0;0.513;1.878;0.6263;3.493;0;2.8743;4.0529;0;3.9628;0;2.0596;0.374;1.0153;1.1607;0;4.4402;4.2617;3.2126;0.3774;4.373;5.2012;1.3951;1.4381;2.5291;2.606;0.9789;2.0224;2.3662;3.9155;1.9055;4.0053;3.3157;0.5319;5.2306;3.2441;0.546;2.5529;3.3652;3.6802;0;1.123;1.0029;2.7626;1.4113;6.3606;4.6462;6.2658;5.229;3.1506;1.1198;2.3636;0.7737;0.4918;3.4636;2.6388;0.4514;1.2285;1.2474;4.9174;5.1683;6.4384;1.9492;1.7408;4.1578;2.3416;2.7172;4.7566;3.9361;5.0213;3.1635;7.8119;5.6005;3.3562;5.2352;5.5684;5.6337;4.5497;5.9709;4.7585;5.632;6.7283;3.0709;6.4171;5.8876;5.4657;5.2961;7.2359;3.4113;5.7292;4.0958;0;6.75;2.9984;2.4597;7.5032;2.7703;4.3199;4.9814;2.2518;0.9707;3.7955;1.8539;6.6547;6.5339;7.95;8.9606;7.0925;3.6956;5.1263;7.7833;1.7843;1.1832;1.235;5.0729;0;7.0064;5.1899;6.1246;1.0194;4.0871;0.3777;2.986;2.4063;3.2459;3.0894;3.247;2.9063;4.4525;3.5991;2.4957;1.881;3.2754;5.4072;0.7004;4.3783;3.7165;5.0351;3.3333;2.8081;3.6212;3.79;0;1.7682;7.2664;2.1161;5.167;2.9717;0.8539;6.7963;4.9715;1.1713;2.6692;1.1467;3.8701;4.2667;8.6069;1.3247;5.5681;4.5813;1.9953;2.9038;0;4.8195;3.8833;2.9858;5.6285;0.9769;2.2308;6.3734;5.3171;1.0032;2.898;0.5555;4.9909;1.1054;0.6977;1.7814;3.2332;6.1978;3.5495;2.0607;0;0;3.0274;0.7532;0;2.0807;0.4346;3.4367
CD19;CD19|930;B-Cell;930;0.9601;0.4003;0;0;2.899;0;1.6221;1.5558;0;0;0.942;2.6797;1.1055;0.8428;1.4871;0;0;4.5448;0;0;3.5487;1.6664;1.8631;0.4173;3.6915;5.1372;0;4.0288;1.4303;2.0596;0.6707;0.328;0.8669;1.1011;3.4065;6.2817;2.9159;0.3774;5.9903;7.1505;0.4931;2.2339;1.9937;4.8669;0.9789;0.4226;3.0683;7.2514;1.3367;5.3758;5.6254;0.5319;7.262;4.5977;1.251;4.3309;5.1816;4.8417;1.3996;2.0839;0.4165;5.8022;1.6839;8.1841;7.9302;8.3851;6.35;6.0661;0;2.1727;0;0.4918;2.9901;4.378;0.4514;1.7444;2.0327;6.3062;6.6979;7.7609;2.6058;1.862;6.2684;3.8187;4.9018;6.2256;3.5941;7.4787;5.6794;10.2391;7.676;5.0351;5.9754;5.9098;6.9784;6.5321;7.7154;6.564;8.2971;7.4476;4.1917;7.0127;7.715;7.352;6.8991;8.6007;3.792;7.1063;5.0672;1.0102;7.9955;5.9134;4.1296;8.42;4.9535;5.745;7.283;0.4245;2.8558;5.9608;2.9139;7.8245;7.8678;9.7277;10.0489;9.7257;5.1183;7.0949;9.0545;2.7274;1.6406;1.7811;6.3404;0;7.445;7.3287;7.3095;1.9027;6.022;0;4.421;2.1967;3.0948;5.5645;3.3887;3.8573;5.3701;5.1397;3.215;3.0079;4.5772;5.7581;0;3.5526;4.0343;5.0662;5.0675;2.9118;4.1548;4.7143;0.4981;1.9588;7.0928;2.9393;5.6775;4.2488;0.8539;9.5956;6.8919;2.3418;2.3278;1.9384;4.2692;5.942;9.5746;2.0035;6.8085;7.3515;2.3428;4.0747;1.167;7.7929;5.5781;2.5573;6.9719;3.1285;3.3788;7.6791;7.6299;2.175;4.8627;0;7.4705;1.7239;0.6977;1.7814;2.6443;7.4222;4.8953;1.9466;0.6662;0;5.2783;0.4251;0;1.5548;1.0388;3.0654
